YEAR,MONTH,OP_UNIQUE_CARRIER,ORIGIN,DEST,flights,avg_arr_delay,avg_dep_delay
2019,1,AA,ORD,SEA,5,9.2,3.8
2019,1,AA,ORD,SFO,2,12.5,9.5
2019,1,AA,SEA,ATL,2,4.0,3.5
2019,1,AA,SEA,DEN,1,0.0,9.0
2019,1,AA,SEA,DFW,4,9.25,9.0
2019,1,AA,SEA,JFK,5,7.8,11.2
2019,1,AA,SEA,LAX,2,10.5,11.0
2019,1,AA,SEA,MCO,1,8.0,4.0
2019,1,AA,SEA,ORD,3,2.0,6.333333333333333
2019,1,AA,SEA,SFO,8,9.5,6.75
2019,1,AA,SFO,ATL,4,6.0,8.75
2019,1,AA,SFO,DEN,1,8.0,10.0
2019,1,AA,SFO,DFW,1,11.0,0.0
2019,1,AA,SFO,JFK,6,5.5,3.8333333333333335
2019,1,AA,SFO,LAX,4,6.5,9.0
2019,1,AA,SFO,MCO,2,5.5,11.0
2019,1,AA,SFO,ORD,3,5.0,10.0
2019,1,AA,SFO,SEA,4,5.0,2.75
2019,1,DL,ATL,DEN,1,0.0,11.0
2019,1,DL,ATL,DFW,3,6.666666666666667,7.666666666666667
2019,1,DL,ATL,JFK,1,3.0,6.0
2019,1,DL,ATL,LAX,3,0.0,3.3333333333333335
2019,1,DL,ATL,MCO,2,5.5,3.5
2019,1,DL,ATL,ORD,1,11.0,8.0
2019,1,DL,ATL,SEA,4,4.5,6.75
2019,1,DL,ATL,SFO,1,0.0,0.0
2019,1,DL,DEN,ATL,1,8.0,11.0
2019,1,DL,DEN,DFW,2,3.0,9.0
2019,1,DL,DEN,JFK,2,2.0,7.0
2019,1,DL,DEN,LAX,2,0.0,13.0
2019,1,DL,DEN,ORD,2,14.5,20.5
2019,1,DL,DEN,SEA,4,7.5,10.25
2019,1,DL,DEN,SFO,2,4.5,11.5
2019,1,DL,DFW,ATL,1,0.0,13.0
2019,1,DL,DFW,DEN,2,8.5,2.5
2019,1,DL,DFW,JFK,4,7.25,7.0
2019,1,DL,DFW,LAX,2,9.5,12.5
2019,1,DL,DFW,MCO,2,3.0,2.5
2019,1,DL,DFW,ORD,1,7.0,11.0
2019,1,DL,DFW,SEA,1,0.0,23.0
2019,1,DL,DFW,SFO,5,6.4,2.6
2019,1,DL,JFK,ATL,3,8.666666666666666,6.666666666666667
2019,1,DL,JFK,DEN,4,12.0,10.5
2019,1,DL,JFK,DFW,2,7.0,17.5
2019,1,DL,JFK,LAX,1,0.0,4.0
2019,1,DL,JFK,MCO,4,4.5,9.75
2019,1,DL,JFK,ORD,3,7.666666666666667,9.666666666666666
2019,1,DL,JFK,SEA,1,0.0,15.0
2019,1,DL,JFK,SFO,5,10.2,7.6
2019,1,DL,LAX,ATL,2,0.0,13.0
2019,1,DL,LAX,DFW,4,6.0,10.0
2019,1,DL,LAX,JFK,2,4.5,13.0
2019,1,DL,LAX,MCO,1,3.0,0.0
2019,1,DL,LAX,ORD,2,11.5,7.5
2019,1,DL,LAX,SEA,2,14.0,6.5
2019,1,DL,LAX,SFO,2,6.0,11.5
2019,1,DL,MCO,DEN,5,10.2,9.0
2019,1,DL,MCO,DFW,4,7.25,2.75
2019,1,DL,MCO,JFK,4,12.5,4.5
2019,1,DL,MCO,LAX,5,14.8,4.8
2019,1,DL,MCO,SEA,1,9.0,0.0
2019,1,DL,MCO,SFO,2,15.0,11.0
2019,1,DL,ORD,ATL,2,8.5,10.5
2019,1,DL,ORD,DEN,1,21.0,2.0
2019,1,DL,ORD,DFW,2,10.0,13.5
2019,1,DL,ORD,JFK,3,15.666666666666666,15.333333333333334
2019,1,DL,ORD,LAX,1,8.0,0.0
2019,1,DL,ORD,MCO,2,7.5,6.0
2019,1,DL,ORD,SEA,1,0.0,3.0
2019,1,DL,ORD,SFO,2,8.0,0.0
2019,1,DL,SEA,ATL,2,8.5,10.0
2019,1,DL,SEA,DEN,1,10.0,5.0
2019,1,DL,SEA,DFW,4,8.75,8.0
2019,1,DL,SEA,JFK,3,6.666666666666667,4.0
2019,1,DL,SEA,LAX,1,4.0,2.0
2019,1,DL,SEA,MCO,4,1.0,5.75
2019,1,DL,SEA,ORD,1,9.0,9.0
2019,1,DL,SEA,SFO,3,6.666666666666667,9.333333333333334
2019,1,DL,SFO,ATL,1,10.0,13.0
2019,1,DL,SFO,DEN,2,5.5,6.0
2019,1,DL,SFO,JFK,1,0.0,2.0
2019,1,DL,SFO,LAX,3,6.0,0.6666666666666666
2019,1,DL,SFO,MCO,3,4.666666666666667,8.333333333333334
2019,1,DL,SFO,ORD,2,2.5,13.0
2019,1,DL,SFO,SEA,1,0.0,0.0
2019,1,UA,ATL,DEN,3,10.666666666666666,12.333333333333334
2019,1,UA,ATL,DFW,5,8.8,6.4
2019,1,UA,ATL,JFK,3,9.666666666666666,14.666666666666666
2019,1,UA,ATL,LAX,3,11.333333333333334,10.0
2019,1,UA,ATL,ORD,4,10.5,7.5
2019,1,UA,ATL,SFO,3,2.6666666666666665,7.0
2019,1,UA,DEN,ATL,1,12.0,3.0
2019,1,UA,DEN,DFW,3,5.333333333333333,12.666666666666666
2019,1,UA,DEN,JFK,3,8.0,11.333333333333334
2019,1,UA,DEN,LAX,2,0.0,4.5
2019,1,UA,DEN,MCO,3,5.0,9.666666666666666
2019,1,UA,DEN,ORD,7,7.571428571428571,7.571428571428571
2019,1,UA,DEN,SEA,1,0.0,20.0
2019,1,UA,DEN,SFO,3,7.0,9.0
2019,1,UA,DFW,ATL,1,0.0,9.0
2019,1,UA,DFW,DEN,1,10.0,19.0
2019,1,UA,DFW,JFK,1,0.0,0.0
2019,1,UA,DFW,LAX,2,7.0,16.0
2019,1,UA,DFW,ORD,3,4.666666666666667,7.0
2019,1,UA,DFW,SFO,3,7.0,3.6666666666666665
2019,1,UA,JFK,ATL,4,6.5,10.0
2019,1,UA,JFK,DEN,2,11.5,10.0
2019,1,UA,JFK,DFW,2,14.5,6.5
2019,1,UA,JFK,LAX,7,6.0,6.857142857142857
2019,1,UA,JFK,MCO,2,1.5,4.0
2019,1,UA,JFK,ORD,3,5.666666666666667,6.666666666666667
2019,1,UA,JFK,SFO,4,7.75,11.25
2019,1,UA,LAX,ATL,3,4.666666666666667,4.333333333333333
2019,1,UA,LAX,DEN,3,11.0,12.666666666666666
2019,1,UA,LAX,DFW,4,5.5,12.75
2019,1,UA,LAX,JFK,2,5.0,2.5
2019,1,UA,LAX,MCO,1,0.0,17.0
2019,1,UA,LAX,ORD,2,3.5,4.5
2019,1,UA,LAX,SEA,2,14.5,12.0
2019,1,UA,LAX,SFO,7,7.714285714285714,5.857142857142857
2019,1,UA,MCO,ATL,5,5.4,10.6
2019,1,UA,MCO,DEN,2,0.0,5.5
2019,1,UA,MCO,DFW,4,9.5,10.0
2019,1,UA,MCO,JFK,4,7.0,6.75
2019,1,UA,MCO,LAX,1,0.0,4.0
2019,1,UA,MCO,ORD,3,4.333333333333333,11.666666666666666
2019,1,UA,MCO,SEA,3,5.333333333333333,9.333333333333334
2019,1,UA,MCO,SFO,3,0.0,8.333333333333334
2019,1,UA,ORD,ATL,1,8.0,8.0
2019,1,UA,ORD,DEN,3,13.0,4.333333333333333
2019,1,UA,ORD,DFW,5,5.0,10.0
2019,1,UA,ORD,LAX,4,3.75,6.75
2019,1,UA,ORD,MCO,3,7.0,4.666666666666667
2019,1,UA,ORD,SEA,3,7.333333333333333,6.0
2019,1,UA,ORD,SFO,3,11.0,10.333333333333334
2019,1,UA,SEA,ATL,4,5.0,11.0
2019,1,UA,SEA,DEN,2,2.5,5.5
2019,1,UA,SEA,DFW,5,3.4,2.4
2019,1,UA,SEA,JFK,1,2.0,25.0
2019,1,UA,SEA,LAX,3,8.333333333333334,2.3333333333333335
2019,1,UA,SEA,MCO,2,9.0,5.0
2019,1,UA,SEA,ORD,5,2.0,3.8
2019,1,UA,SEA,SFO,3,3.3333333333333335,9.666666666666666
2019,1,UA,SFO,ATL,1,5.0,0.0
2019,1,UA,SFO,DEN,1,7.0,8.0
2019,1,UA,SFO,JFK,2,7.0,13.0
2019,1,UA,SFO,LAX,1,17.0,3.0
2019,1,UA,SFO,MCO,3,8.333333333333334,9.0
2019,1,UA,SFO,ORD,2,5.5,3.0
2019,1,UA,SFO,SEA,2,14.0,5.0
2019,1,WN,ATL,DEN,4,13.0,13.25
2019,1,WN,ATL,DFW,3,11.333333333333334,5.333333333333333
2019,1,WN,ATL,JFK,1,8.0,0.0
2019,1,WN,ATL,LAX,1,0.0,8.0
2019,1,WN,ATL,MCO,2,14.5,4.0
2019,1,WN,ATL,ORD,1,9.0,17.0
2019,1,WN,ATL,SEA,2,0.0,7.5
2019,1,WN,ATL,SFO,1,0.0,7.0
2019,1,WN,DEN,ATL,2,10.0,10.0
2019,1,WN,DEN,DFW,4,12.5,3.0
2019,1,WN,DEN,LAX,2,16.0,6.5
2019,1,WN,DEN,MCO,2,5.0,7.5
2019,1,WN,DEN,ORD,3,12.333333333333334,3.6666666666666665
2019,1,WN,DEN,SEA,1,15.0,17.0
2019,1,WN,DEN,SFO,5,5.6,9.0
2019,1,WN,DFW,ATL,2,8.0,7.5
2019,1,WN,DFW,DEN,1,8.0,1.0
2019,1,WN,DFW,JFK,4,12.0,0.5
2019,1,WN,DFW,LAX,1,16.0,5.0
2019,1,WN,DFW,MCO,4,7.5,8.75
2019,1,WN,DFW,ORD,1,3.0,4.0
2019,1,WN,DFW,SEA,3,2.6666666666666665,1.0
2019,1,WN,DFW,SFO,1,5.0,0.0
2019,1,WN,JFK,ATL,3,3.6666666666666665,6.333333333333333
2019,1,WN,JFK,DEN,3,14.333333333333334,5.666666666666667
2019,1,WN,JFK,DFW,3,12.666666666666666,12.0
2019,1,WN,JFK,LAX,1,10.0,0.0
2019,1,WN,JFK,ORD,1,12.0,1.0
2019,1,WN,JFK,SEA,1,30.0,7.0
2019,1,WN,JFK,SFO,3,4.333333333333333,6.333333333333333
2019,1,WN,LAX,ATL,2,7.0,5.0
2019,1,WN,LAX,DEN,1,4.0,4.0
2019,1,WN,LAX,DFW,1,5.0,7.0
2019,1,WN,LAX,JFK,6,5.5,7.333333333333333
2019,1,WN,LAX,MCO,1,13.0,8.0
2019,1,WN,LAX,ORD,4,1.5,3.25
2019,1,WN,LAX,SEA,1,2.0,1.0
2019,1,WN,LAX,SFO,2,7.5,1.5
2019,1,WN,MCO,ATL,1,7.0,15.0
2019,1,WN,MCO,DEN,3,1.3333333333333333,3.6666666666666665
2019,1,WN,MCO,DFW,3,6.333333333333333,1.6666666666666667
2019,1,WN,MCO,LAX,2,12.0,2.0
2019,1,WN,MCO,ORD,2,4.5,5.0
2019,1,WN,MCO,SEA,1,12.0,0.0
2019,1,WN,MCO,SFO,2,14.0,6.5
2019,1,WN,ORD,ATL,5,3.8,7.6
2019,1,WN,ORD,DEN,2,3.5,2.5
2019,1,WN,ORD,DFW,2,9.0,4.5
2019,1,WN,ORD,JFK,2,21.5,12.0
2019,1,WN,ORD,MCO,1,0.0,16.0
2019,1,WN,ORD,SEA,5,5.8,9.4
2019,1,WN,SEA,ATL,3,7.0,6.666666666666667
2019,1,WN,SEA,DEN,2,4.5,4.0
2019,1,WN,SEA,DFW,1,0.0,5.0
2019,1,WN,SEA,JFK,3,1.0,11.666666666666666
2019,1,WN,SEA,LAX,2,13.0,11.0
2019,1,WN,SEA,ORD,2,3.5,8.0
2019,1,WN,SEA,SFO,1,0.0,6.0
2019,1,WN,SFO,ATL,2,14.5,3.5
2019,1,WN,SFO,DEN,2,10.0,3.0
2019,1,WN,SFO,DFW,4,7.75,14.25
2019,1,WN,SFO,JFK,6,6.333333333333333,3.8333333333333335
2019,1,WN,SFO,LAX,6,7.0,13.833333333333334
2019,1,WN,SFO,MCO,2,6.5,9.5
2019,1,WN,SFO,ORD,1,4.0,21.0
2019,1,WN,SFO,SEA,6,5.666666666666667,3.1666666666666665
2019,2,AA,ATL,DEN,1,0.0,13.0
2019,2,AA,ATL,DFW,1,12.0,9.0
2019,2,AA,ATL,JFK,1,10.0,9.0
2019,2,AA,ATL,LAX,4,8.0,9.0
2019,2,AA,ATL,ORD,3,9.0,7.0
2019,2,AA,ATL,SEA,2,12.0,12.5
2019,2,AA,ATL,SFO,2,12.5,7.0
2019,2,AA,DEN,ATL,1,3.0,7.0
2019,2,AA,DEN,DFW,4,7.75,11.0
2019,2,AA,DEN,JFK,4,10.25,6.5
2019,2,AA,DEN,MCO,4,11.75,4.0
2019,2,AA,DEN,ORD,4,4.0,3.25
2019,2,AA,DEN,SEA,2,9.0,1.0
2019,2,AA,DEN,SFO,1,0.0,8.0
2019,2,AA,DFW,ATL,5,5.2,15.6
2019,2,AA,DFW,DEN,2,7.5,6.0
2019,2,AA,DFW,JFK,2,13.0,16.5
2019,2,AA,DFW,LAX,5,7.0,8.4
2019,2,AA,DFW,MCO,2,10.5,7.0
2019,2,AA,DFW,ORD,1,5.0,0.0
2019,2,AA,DFW,SEA,2,14.0,7.0
2019,2,AA,DFW,SFO,1,10.0,5.0
2019,2,AA,JFK,ATL,2,5.0,0.0
2019,2,AA,JFK,DEN,3,5.0,3.6666666666666665
2019,2,AA,JFK,DFW,4,12.5,13.75
2019,2,AA,JFK,LAX,3,11.333333333333334,13.666666666666666
2019,2,AA,JFK,ORD,1,1.0,11.0
2019,2,AA,JFK,SEA,1,1.0,7.0
2019,2,AA,JFK,SFO,3,12.0,2.3333333333333335
2019,2,AA,LAX,ATL,1,9.0,4.0
2019,2,AA,LAX,DEN,1,1.0,8.0
2019,2,AA,LAX,DFW,2,6.0,10.5
2019,2,AA,LAX,JFK,2,1.5,8.5
2019,2,AA,LAX,MCO,1,5.0,0.0
2019,2,AA,LAX,ORD,3,6.666666666666667,7.333333333333333
2019,2,AA,LAX,SEA,1,0.0,4.0
2019,2,AA,LAX,SFO,2,13.5,13.5
2019,2,AA,MCO,ATL,5,11.0,1.4
2019,2,AA,MCO,DEN,5,7.0,9.0
2019,2,AA,MCO,DFW,2,16.0,11.5
2019,2,AA,MCO,JFK,2,11.0,1.0
2019,2,AA,MCO,LAX,3,12.0,13.666666666666666
2019,2,AA,MCO,ORD,4,7.75,12.5
2019,2,AA,MCO,SEA,4,3.75,6.5
2019,2,AA,ORD,DEN,5,7.0,4.4
2019,2,AA,ORD,DFW,4,5.25,5.75
2019,2,AA,ORD,JFK,2,2.5,5.5
2019,2,AA,ORD,LAX,4,7.75,6.75
2019,2,AA,ORD,MCO,2,8.0,7.0
2019,2,AA,ORD,SEA,4,11.75,10.75
2019,2,AA,ORD,SFO,5,6.2,5.8
2019,2,AA,SEA,DFW,3,8.666666666666666,19.0
2019,2,AA,SEA,JFK,1,0.0,7.0
2019,2,AA,SEA,LAX,5,7.0,8.0
2019,2,AA,SEA,MCO,4,9.5,7.75
2019,2,AA,SEA,ORD,1,9.0,1.0
2019,2,AA,SEA,SFO,4,7.75,5.25
2019,2,AA,SFO,ATL,2,8.0,4.0
2019,2,AA,SFO,DEN,6,8.0,12.333333333333334
2019,2,AA,SFO,DFW,5,7.8,7.6
2019,2,AA,SFO,JFK,3,6.333333333333333,7.0
2019,2,AA,SFO,LAX,2,8.0,0.0
2019,2,AA,SFO,MCO,3,4.666666666666667,11.666666666666666
2019,2,AA,SFO,ORD,2,0.0,3.5
2019,2,AA,SFO,SEA,1,13.0,10.0
2019,2,DL,ATL,DEN,3,0.6666666666666666,6.333333333333333
2019,2,DL,ATL,DFW,2,7.5,5.0
2019,2,DL,ATL,JFK,4,2.0,8.75
2019,2,DL,ATL,LAX,1,8.0,1.0
2019,2,DL,ATL,MCO,2,3.0,9.0
2019,2,DL,ATL,ORD,4,8.75,6.5
2019,2,DL,ATL,SEA,1,15.0,21.0
2019,2,DL,ATL,SFO,1,7.0,9.0
2019,2,DL,DEN,ATL,3,7.666666666666667,9.0
2019,2,DL,DEN,DFW,3,1.3333333333333333,9.0
2019,2,DL,DEN,JFK,2,10.5,3.0
2019,2,DL,DEN,LAX,4,4.25,2.0
2019,2,DL,DEN,MCO,1,14.0,7.0
2019,2,DL,DEN,ORD,4,3.75,8.5
2019,2,DL,DEN,SEA,3,10.0,7.666666666666667
2019,2,DL,DEN,SFO,3,4.666666666666667,9.333333333333334
2019,2,DL,DFW,ATL,2,3.5,4.5
2019,2,DL,DFW,DEN,2,6.5,3.5
2019,2,DL,DFW,JFK,3,11.0,8.0
2019,2,DL,DFW,LAX,1,19.0,5.0
2019,2,DL,DFW,MCO,4,4.0,5.0
2019,2,DL,DFW,ORD,3,9.333333333333334,9.666666666666666
2019,2,DL,DFW,SEA,5,4.2,7.2
2019,2,DL,DFW,SFO,1,15.0,13.0
2019,2,DL,JFK,ATL,6,4.333333333333333,7.666666666666667
2019,2,DL,JFK,DEN,2,10.0,6.0
2019,2,DL,JFK,DFW,2,7.5,3.0
2019,2,DL,JFK,LAX,4,6.0,14.5
2019,2,DL,JFK,MCO,2,14.5,13.5
2019,2,DL,JFK,ORD,4,7.0,7.25
2019,2,DL,JFK,SEA,2,7.0,13.5
2019,2,DL,JFK,SFO,2,6.5,12.5
2019,2,DL,LAX,ATL,3,6.666666666666667,4.0
2019,2,DL,LAX,DEN,2,9.0,7.0
2019,2,DL,LAX,DFW,3,12.0,2.6666666666666665
2019,2,DL,LAX,JFK,1,3.0,8.0
2019,2,DL,LAX,MCO,1,14.0,6.0
2019,2,DL,LAX,ORD,1,9.0,7.0
2019,2,DL,LAX,SEA,1,11.0,5.0
2019,2,DL,LAX,SFO,3,7.0,11.333333333333334
2019,2,DL,MCO,ATL,1,5.0,16.0
2019,2,DL,MCO,DEN,3,13.333333333333334,7.666666666666667
2019,2,DL,MCO,DFW,3,8.666666666666666,4.333333333333333
2019,2,DL,MCO,JFK,1,9.0,6.0
2019,2,DL,MCO,LAX,3,3.6666666666666665,7.333333333333333
2019,2,DL,MCO,ORD,3,16.0,8.666666666666666
2019,2,DL,MCO,SFO,1,9.0,13.0
2019,2,DL,ORD,ATL,2,0.5,9.5
2019,2,DL,ORD,DEN,3,19.666666666666668,13.0
2019,2,DL,ORD,DFW,4,7.75,10.5
2019,2,DL,ORD,JFK,1,2.0,6.0
2019,2,DL,ORD,LAX,3,6.666666666666667,3.6666666666666665
2019,2,DL,ORD,MCO,3,9.666666666666666,6.0
2019,2,DL,ORD,SEA,2,7.5,11.0
2019,2,DL,ORD,SFO,3,10.0,8.0
2019,2,DL,SEA,ATL,2,12.0,3.0
2019,2,DL,SEA,DEN,1,14.0,16.0
2019,2,DL,SEA,DFW,1,25.0,0.0
2019,2,DL,SEA,JFK,2,6.0,6.0
2019,2,DL,SEA,LAX,6,7.833333333333333,8.0
2019,2,DL,SEA,MCO,5,2.0,1.0
2019,2,DL,SEA,ORD,2,0.0,4.5
2019,2,DL,SEA,SFO,3,5.333333333333333,2.3333333333333335
2019,2,DL,SFO,ATL,1,11.0,2.0
2019,2,DL,SFO,DEN,5,10.2,2.0
2019,2,DL,SFO,DFW,1,15.0,0.0
2019,2,DL,SFO,JFK,2,13.5,9.0
2019,2,DL,SFO,LAX,1,1.0,0.0
2019,2,DL,SFO,MCO,4,5.75,12.25
2019,2,DL,SFO,SEA,3,13.0,1.6666666666666667
2019,2,UA,ATL,JFK,3,5.333333333333333,10.0
2019,2,UA,ATL,LAX,3,6.0,5.666666666666667
2019,2,UA,ATL,MCO,2,14.5,10.5
2019,2,UA,ATL,ORD,1,5.0,14.0
2019,2,UA,ATL,SEA,4,11.25,11.0
2019,2,UA,ATL,SFO,2,2.5,13.0
2019,2,UA,DEN,ATL,4,11.0,8.25
2019,2,UA,DEN,DFW,1,11.0,16.0
2019,2,UA,DEN,JFK,3,15.333333333333334,12.333333333333334
2019,2,UA,DEN,MCO,1,17.0,11.0
2019,2,UA,DEN,ORD,1,9.0,7.0
2019,2,UA,DEN,SEA,1,14.0,13.0
2019,2,UA,DFW,ATL,4,7.0,4.75
2019,2,UA,DFW,DEN,3,4.0,9.666666666666666
2019,2,UA,DFW,JFK,3,16.666666666666668,4.333333333333333
2019,2,UA,DFW,LAX,2,5.5,12.0
2019,2,UA,DFW,MCO,3,5.333333333333333,6.666666666666667
2019,2,UA,DFW,ORD,3,3.0,4.666666666666667
2019,2,UA,DFW,SEA,1,0.0,5.0
2019,2,UA,JFK,ATL,1,4.0,8.0
2019,2,UA,JFK,DFW,1,13.0,9.0
2019,2,UA,JFK,LAX,2,20.0,1.5
2019,2,UA,JFK,MCO,5,4.2,10.2
2019,2,UA,JFK,ORD,2,5.0,8.0
2019,2,UA,JFK,SEA,2,9.5,1.5
2019,2,UA,JFK,SFO,2,11.0,9.5
2019,2,UA,LAX,ATL,1,10.0,4.0
2019,2,UA,LAX,DEN,7,8.142857142857142,4.714285714285714
2019,2,UA,LAX,DFW,2,3.5,9.0
2019,2,UA,LAX,JFK,3,8.0,10.333333333333334
2019,2,UA,LAX,MCO,2,7.5,12.0
2019,2,UA,LAX,ORD,5,4.4,11.0
2019,2,UA,LAX,SEA,5,15.6,9.0
2019,2,UA,LAX,SFO,1,17.0,5.0
2019,2,UA,MCO,ATL,2,4.5,0.0
2019,2,UA,MCO,DEN,3,6.333333333333333,8.333333333333334
2019,2,UA,MCO,DFW,5,7.4,8.2
2019,2,UA,MCO,JFK,2,0.0,11.0
2019,2,UA,MCO,ORD,4,8.75,4.0
2019,2,UA,MCO,SEA,1,19.0,4.0
2019,2,UA,MCO,SFO,3,4.666666666666667,1.0
2019,2,UA,ORD,ATL,3,6.333333333333333,8.0
2019,2,UA,ORD,DEN,1,14.0,10.0
2019,2,UA,ORD,DFW,4,10.0,7.5
2019,2,UA,ORD,JFK,3,8.666666666666666,8.333333333333334
2019,2,UA,ORD,LAX,4,7.5,11.75
2019,2,UA,ORD,MCO,2,9.5,7.5
2019,2,UA,ORD,SEA,4,11.25,5.5
2019,2,UA,ORD,SFO,2,6.0,8.0
2019,2,UA,SEA,ATL,2,0.0,11.5
2019,2,UA,SEA,DEN,3,6.0,10.666666666666666
2019,2,UA,SEA,DFW,3,6.333333333333333,3.6666666666666665
2019,2,UA,SEA,JFK,2,9.5,13.0
2019,2,UA,SEA,LAX,2,11.0,6.5
2019,2,UA,SEA,MCO,2,20.0,8.0
2019,2,UA,SEA,ORD,1,10.0,0.0
2019,2,UA,SEA,SFO,3,5.333333333333333,6.333333333333333
2019,2,UA,SFO,ATL,1,13.0,8.0
2019,2,UA,SFO,DEN,1,21.0,15.0
2019,2,UA,SFO,DFW,4,8.0,6.25
2019,2,UA,SFO,JFK,2,8.5,7.0
2019,2,UA,SFO,LAX,1,0.0,0.0
2019,2,UA,SFO,MCO,1,16.0,15.0
2019,2,UA,SFO,ORD,3,4.666666666666667,9.0
2019,2,UA,SFO,SEA,3,7.0,10.666666666666666
2019,2,WN,ATL,DEN,3,9.666666666666666,13.0
2019,2,WN,ATL,DFW,6,7.333333333333333,6.5
2019,2,WN,ATL,JFK,3,7.0,10.0
2019,2,WN,ATL,LAX,4,3.25,9.25
2019,2,WN,ATL,ORD,1,20.0,3.0
2019,2,WN,ATL,SEA,3,6.666666666666667,4.0
2019,2,WN,ATL,SFO,4,11.0,7.0
2019,2,WN,DEN,ATL,4,6.5,11.75
2019,2,WN,DEN,DFW,3,14.0,9.333333333333334
2019,2,WN,DEN,JFK,6,4.833333333333333,9.5
2019,2,WN,DEN,LAX,1,21.0,0.0
2019,2,WN,DEN,MCO,2,11.0,7.0
2019,2,WN,DEN,ORD,2,8.0,11.0
2019,2,WN,DEN,SEA,4,6.0,4.25
2019,2,WN,DFW,DEN,1,5.0,9.0
2019,2,WN,DFW,JFK,1,5.0,8.0
2019,2,WN,DFW,LAX,2,7.5,9.5
2019,2,WN,DFW,MCO,3,6.333333333333333,8.0
2019,2,WN,DFW,ORD,3,3.6666666666666665,4.666666666666667
2019,2,WN,DFW,SEA,1,9.0,0.0
2019,2,WN,DFW,SFO,2,3.5,5.5
2019,2,WN,JFK,ATL,1,4.0,25.0
2019,2,WN,JFK,DEN,3,5.333333333333333,11.333333333333334
2019,2,WN,JFK,DFW,2,2.5,6.5
2019,2,WN,JFK,LAX,4,10.5,7.5
2019,2,WN,JFK,MCO,2,5.0,3.5
2019,2,WN,JFK,ORD,1,7.0,0.0
2019,2,WN,JFK,SEA,3,8.333333333333334,9.333333333333334
2019,2,WN,JFK,SFO,2,4.5,5.0
2019,2,WN,LAX,ATL,4,8.75,12.0
2019,2,WN,LAX,DEN,3,2.6666666666666665,13.333333333333334
2019,2,WN,LAX,DFW,3,8.666666666666666,18.666666666666668
2019,2,WN,LAX,MCO,1,17.0,1.0
2019,2,WN,LAX,ORD,2,3.0,2.5
2019,2,WN,LAX,SEA,2,14.0,6.5
2019,2,WN,LAX,SFO,1,12.0,17.0
2019,2,WN,MCO,ATL,3,7.333333333333333,3.3333333333333335
2019,2,WN,MCO,DEN,1,2.0,9.0
